id;naissanceDate;naissanceLieu;profession;classe;matricule;engageVolontaire;engageAnnee;uniteAffectation;decesLieu;decesDepartement;decesAge;residenceCanton;residenceCommune;residenceAdresse;grade;lieuSepulture;matriculeArme
22277;06/11/1872;Grandchamp-des-Fontaines;propriétaire;1892;178;;;26 Régiment d'infanterie;Maurepas;Somme;44;Chapelle-sur-Erdre, La;Grandchamp-des-Fontaines;Curette;Sous-Lieutenant;;1
22278;12/03/1885;Vallet;tonnelier;1905;1254;;;264 Régiment d'infanterie;Estrées;Somme;31;Vallet;Vallet;Tournerie;Soldat;;1
22279;04/07/1883;Vallet;cultivateur;1903;1186;;;64 Régiment d'infanterie;Bécourt la Boisselle;Somme;31;Vallet;Vallet;Tournerie;Caporal;;1
22280;29/08/1889;Vallet;cultivateur;1909;1543;;;68 Régiment d'infanterie;Esnes - Cote 304;Meuse;26;Vallet;Vallet;Tournerie;Soldat;;1
22281;05/05/1882;Gétigné;cultivateur;1902;1255;;;64 Régiment d'infanterie;Serre;Pas-de-Calais;33;Clisson;Gétigné;Etang;Soldat;;1
22282;20/04/1886;Gétigné;cultivateur;1906;1082;;;64 Régiment d'infanterie;Boisselle, La;Somme;28;Clisson;Gétigné;Réthorière;Soldat;;1
22283;13/06/1890;Gétigné;cultivateur;1910;1251;;;293 Régiment d'infanterie;Ville-sur-Tourbe;Marne;25;Clisson;Gétigné;Réthorière;Soldat clairon;;1
22284;22/12/1885;Gorges;cultivateur;1905;1125;;;264 Régiment d'infanterie;Estrées;Somme;30;Clisson;Gorges;Sensive;Soldat;Nécropole Nationale Maucourt - Tombe 2306;1
22285;12/03/1885;Vallet;;;;;;265 Régiment d'infanterie;Estrées;Somme;31;;Montoir-de-Bretagne;;Soldat;Nécropole Nationale Dompierre Becquincourt;1
22286;16/11/1887;Gorges;;;;;;176 Régiment d'infanterie;Prebilei;Serbie;30;;Vertou;;Soldat;;1
22287;02/01/1894;Cugand;boulanger;1914;1464;;;201 Régiment d'infanterie;Combats de Noyon;Oise;24;Clisson;Gorges;La Brie;Soldat;;1
22288;07/11/1873;Gorges;cultivateur;1893;414;;;118 Régiment d'infanterie;Secteur de Cernay;Marne;43;Clisson;Gorges;Giraudière;Soldat;Carré Militaire Reims Ouest - tombe 287;1
22289;21/01/1888;Rougé;;;;;;64 Régiment d'infanterie;Fère-Champenoise, La;Marne;26;;Rougé;;Caporal Clairon;;1
22290;06/01/1894;Soulvache;;1914;805;;;77 Régiment d'infanterie;Pilkem - Saint Jean d'Ypres;Belgique;21;Rougé;Soulvache;;Caporal Clairon;;1
22291;11/10/1880;Thourie;;1900;905;;;130 Régiment d'infanterie;Chalons sur Marne - Hôpital Temporaire n°17;Marne;34;Rougé;Soulvache;;Soldat;Carré Militaire de l'Est - Chalons en Champagne;1
22292;20/07/1887;Limouzinière, La;cultivateur;1907;886;;;94 Régiment d'infanterie;Saint-Hilaire-le-Grand;Marne;32;Legé;Touvois;Bourg;Caporal;Nécropole Nationale Mourmelon-le-Grand;1
22293;05/05/1896;Saint-Lumine-de-Coutais;;1916;672;;;411 Régiment d'infanterie;Villers sur Coudun;Oise ;22;Bourgneuf-en-Retz;Fresnay-en-Retz;;Caporal;;1
22294;24/06/1897;Bourgneuf-en-Retz;;;;;;277 Régiment d'infanterie;Lunéville ;Meurthe-et-Moselle;20;;Bourgneuf-en-Retz;;;Nécropole Nationale Friscati - Vitrimont;1
22295;24/01/1889;Saint-Etienne-de-Mer-Morte;;1909;2445;;;265 Régiment d'infanterie;Saint Marie à  Py;Marne;29;Legé;Touvois;;Soldat;Nécropole Nationale La Crouée - Souain Perthes les Hurlus;1
22296;29/03/1882;Limouzinière, La;cultivateur;1902;1735;;;41 Régiment d'infanterie;Cambrai;Nord;32;Saint-Philbert-de-Grand-Lieu;Limouzinière, La;Bourg;Soldat;Carré Militaire Cambrai;1
22297;24/01/1889;Saint-Etienne-de-Mer-Morte;;1909;2445;;;265 Régiment d'infanterie;Saint Mary à  Py;Marne;29;Machecoul;Saint-Etienne-de-Mer-Morte;;Soldat;Nécropole Nationale La Crouée - Souain Perthes les Hurlus;1
22298;25/07/1895;Croisic, Le;;1915;3073;;;Bataillon de Fusiliers Marins;Pont de Steenstraëte;Belgique;22;Croisic, Le;Croisic, Le;;Matelot ;;1
22299;20/08/1876;Nivillac;;;;;;85 Régiment d'infanterie territoriale;Maubeuge - Hôpital;Nord;38;;Nantes;;;;0
22300;17/01/1899;Saint-Philbert-de-Grand-Lieu;;1919;;;;120 Régiment d'artillerie lourde;Senlis;Oise;19;Saint-Philbert-de-Grand-Lieu;Saint-Philbert-de-Grand-Lieu;;Canonnier Servant;Nécropole Nationale Senlis - Carré B, tombe 15;0
22301;02/09/1889;Saint-Philbert-de-Grand-Lieu;garçon de café;1909;2800;;;1 Régiment du génie;Maffécourt - Près de Massiges;Marne;27;Saint-Philbert-de-Grand-Lieu;Saint-Philbert-de-Grand-Lieu;;Sapeur;Nécropole Nationale Sainte-Menehould - Tombe 5105;1
22302;18/06/1873;Piriac-sur-Mer;;1893;2897;;;6 Régiment d'infanterie coloniale;Colline d'Achi Baba - Presqu'île de Gallipoli;Turquie;42;Guérande;Turballe, La;;Soldat;;1
22303;29/11/1888;Conquereuil;;1908;2319;;;77 Régiment d'infanterie;Bièvre;Belgique;25;Guémené-Penfao;Conquereuil;;Soldat;;1
22305;14/04/1880;Saint Avé;;;;;;118 Régiment d'infanterie;Hurtebise;Aisne;37;;Nantes;;Soldat;;0
22306;05/08/1882;Ploëren;;;;;;79 Régiment d'infanterie;La Butte de Mesnil;Marne;33;;Nantes;;Soldat;;0
22307;26/09/1890;Nantes;;;;;;94 Régiment d'infanterie;Flaucourt;Somme;25;;Nantes;;Soldat;;1
22308;20/08/1876;Nivillac;;;;;;85 Régiment d'infanterie territoriale;Maubeuge - Hôpital;Nord;38;;Saint-Herblain;;Soldat;;0
22309;25/01/1892;Bonnoeuvre;;1912;153;;;64 Régiment d'infanterie;Serre;Pas-de-Calais;23;Saint-Mars-la-Jaille;Bonnoeuvre;;Caporal;;1
22310;17/09/1883;Saint-Vincent-des-Landes;;;;;;279 Régiment d'infanterie;Courbesseaux;Meurthe-et-Moselle;30;;Saint-Vincent-des-Landes;;Soldat;Nécropole Nationale Courbesseaux;1
22311;21/12/1887;Saint-Vincent-des-Landes;;;;;;64 Régiment d'infanterie;Fère-Champenoise, La;Marne;26;;Saint-Vincent-des-Landes;;Soldat;;1
22313;29/10/1891;Guémené-Penfao;;1911;3382;;;64 Régiment d'infanterie;Maissin;Belgique;22;Saint-Nicolas-de-Redon;Avessac;;Soldat;;1
22314;14/04/1880;Moisdon-la-Rivière;charron ;;947;;;64 Régiment d'infanterie;Boiselle, La;Somme;34;Châteaubriant;Soudan;;Soldat;;1
22315;28/07/1893;Nantes;;;;;;65 Régiment d'infanterie;Ecury-le-Repos;Pas-de-Calais;21;;Nantes;;Caporal;;1
22316;14/05/1897;Pontchâteau;;;3348;;;51 Régiment d'artillerie;Savenay;Loire Inférieure;20;Savenay;Campbon;La Haie Mériais;Canonnier Conducteur ;;1
22317;27/12/1874;Issé;;;;;;264 Régiment d'infanterie;Quennevières;Oise;40;;Treffieux;;Maréchal des Logis;;0
22318;30/07/1893;Pontchâteau;charpentier;1913;2055;non;;64 Régiment d'infanterie;Somme-Py;Marne;25;Pontchâteau;Pontchâteau;La Lande;Soldat;Nécropole Nationale Sommepy Tahure - Tombe 369;1
22319;07/08/1890;Pontchâteau;électricien;1910;1907;;;118 Régiment d'infanterie;Vaux devant Damloup;Meuse;25;Pontchâteau;Pontchâteau;La Lande;Soldat;;1
22320;21/10/1890;Saint-Nicolas-de-Redon;;1910;2558;;;116 Régiment d'infanterie;Martinsart;Somme;23;Saint-Nicolas-de-Redon;Saint-Nicolas-de-Redon;;Soldat;Nécropole Nationale Maucourt;1
22321;;;;;;;;109 Régiment d'infanterie;Vernon;Eure;;;Sainte-Reine-de-Bretagne;;Soldat;;0
22322;01/02/1894;Pontchâteau;;;917;;;409 Régiment d'infanterie;Ecafaut;Oise;22;Campbon;Savenay;La Haie Mériais;Soldat;Nécropole Nationale Tracy le Mont;1
22323;03/04/1886;Fercé;;;;;;64 Régiment d'infanterie;Boisselle, La;Somme;28;;Villepôt;;Soldat;;1
22324;10/07/1888;Savenay;;;2014;;;65 Régiment d'infanterie;Amiens - Hôpital;Somme;26;Savenay;Campbon;La Plumetais;Soldat;;1
22325;01/02/1894;Pontchâteau;;;;;;409 Régiment d'infanterie;Ecafaut;Oise;22;;Campbon;;Soldat;Nécropole Nationale Tracy le Mont;1
22326;02/03/1889;Issé;;;;;;116 Régiment d'infanterie;Issé;Loire Inférieure;27;;Issé;;Soldat;;1
22327;18/02/1890;Issé;;;;;;93 Régiment d'infanterie;La Croix en Champagne;Marne;25;;Issé;;Soldat;;1
22328;27/12/1874;Issé;;;;;;264 Régiment d'infanterie;Quennevières;Oise;40;;Issé;;Soldat;;1
22329;29/04/1883;Jans;;;;;;264 Régiment d'infanterie;Compiègne;Oise;31;;Issé;;Soldat;Nécropole Nationale Royallieu - Compiegne;1
22330;1887;;;;;;;265 Régiment d'infanterie;Ginchy;Somme;27;;Missillac;;Soldat;;0
22331;17/11/1882;Missillac;;;;;;70 Régiment d'infanterie;Morsain;Aisne;35;;Missillac;;Soldat;Nécropole Nationale Royallieu - Compiegne;1
22332;21/10/1890;Saint-Nicolas-de-Redon;;;;;;116 Régiment d'infanterie;Martinsart;Somme;23;;Missillac;;Soldat;Nécropole Nationale Maucourt;1
22333;04/08/1879;Missillac;;;;;;346 Régiment d'infanterie;Bois de Condé;Aisne;38;;Missillac;;Soldat;Nécropole Nationale Chesneaux - Château Thierry;1
22334;26/12/1891;Missillac;;;;;;9 Régiment mixte de zouaves;Villers Bretonneux - Ambulance n°3/3;Somme;24;;Missillac;;Soldat;Nécropole Nationale Albert;1
22335;27/09/1894;Gâvre, Le;;;;;;63 Régiment d'artillerie;Nantes - Hôtel Dieu;Loire Inférieure;24;;Nantes;;Soldat;;1
22336;18/03/1895;Challans;;;;;;338 Régiment d'infanterie;Soissons - Ambulance 237;Aisne;22;;Nantes;;Médecin Aide Major;;1
22337;03/05/1886;Haute-Goulaine;;;;;;264 Régiment d'infanterie;Quennevières;Oise;29;;Vertou;;;;1
22338;;;;;;;;;;;;;Nantes;;;;1
22339;22/11/1876;Nantes;;;;;;1 Régiment du génie;Dunkerque - Hôpital Militaire;Nord;41;;Nantes;;Sapeur;;1
22340;18/07/1893;Nantes;;;;;;36 Régiment d'infanterie;Bois de la Caillette - Combats de Verdun;Meuse;22;;Nantes;;Soldat;Nécropole Nationale Douaumont - Fleury devant Douaumont;1
22341;03/06/1880;Savenay;;;;;;65 Régiment d'infanterie;Amiens - Hôpital 4 Bis;Somme;35;;Savenay;;;;1
22342;19/08/1889;Couffé;;1909;102;;;135 Régiment d'infanterie;Agny;Pas-de-Calais;26;Ancenis;Ancenis;rue René Urien;Soldat;;1
22343;13/09/1894;Basse-Goulaine;;1914;421;;;77 Régiment d'infanterie;Entre Souchez et Neuville-Saint-Vaast;Pas-de-Calais;20;Vertou;Basse-Goulaine;;Soldat;;1
22344;02/10/1874;Sion-les-Mines;;;1342;;;82 Régiment d'infanterie territoriale;Hébuterne;Pas-de-Calais;40;Derval;Sion-les-Mines;;Sergent;;1
22346;04/10/1897;Sion-les-Mines;;;956;;;232 Régiment d'infanterie;Châlons sur Marne - Hôpital Temporaire n°8;Marne ;19;Derval;Sion-les-Mines;;Soldat;Carré Militaire de l'Est - Chalons en Champagne;1
22347;04/05/1886;Sion-les-Mines;;;842;;;115 Régiment d'infanterie;Damery;Marne ;32;Derval;Sion-les-Mines;;Soldat;Nécropole Nationale Prieure de Binson - Chatillon sur Marne;1
22349;04/03/1887;La Mothe Saint Héray;;;;;;125 Régiment d'infanterie;Saint Julien;Belgique;27;;Nantes;;Soldat;;0
22350;20/12/1887;Vallet;cultivateur;1907;1366;;;69 Régiment d'infanterie;Braye-en-Laonnois;Aisne;29;Vallet;Pallet, Le;Pé-de-Sèvre;Caporal;Nécropole Nationale Cerny-en-Laonnois, tombe 44;1
22351;09/02/1890;Remaudière, La;cultivateur;1910;1395;;;93 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;25;Loroux-Bottereau, Le;Remaudière, La;Grande-Giraudière;Caporal;;1
22352;26/12/1882;Loroux-Bottereau, Le;cultivateur;1902;1636;;;64 Régiment d'infanterie;Boisselle, La;Somme;31;Loroux-Bottereau, Le;Loroux-Bottereau, Le;;Caporal;;1
22354;08/12/1884;Chapelle-Heulin, La;cultivateur;1904;925;;;264 Régiment d'infanterie;Chauny;Aisne;29;Vallet;Vallet;Chalousière;Sergent;Cimetière de Chauny;1
22355;31/07/1897;Nantes;;;;;;125 Régiment d'infanterie;Combats d'Hamappes et Iron;Aisne;21;;Nantes;;Sergent;Cimetière de la Miséricorde - Nantes;1
22356;18/04/1882;Barbechat;cultivateur;1902;1644;;;8 Régiment d'infanterie;Chevreux;Aisne;34;Loroux-Bottereau, Le;Barbechat;;Soldat;Nécropole Nationale Craonnelle;1
22357;10/11/1884;Boissière-du-Doré, La;cultivateur;1904;762;;;91 Régiment d'infanterie;Bois Bolante - Ravin des Meurissons - Argonne;Meuse;20;Loroux-Bottereau, Le;Boissière-du-Doré, La;;Soldat;;1
22358;22/02/1898;Chapelle-Basse-Mer, La;cultivateur;1918;1133;;;22 Régiment d'infanterie coloniale;Reims ;Marne;20;Loroux-Bottereau, Le;Chapelle-Basse-Mer, La;Communauté;Soldat;;1
22360;05/04/1892;Chapelle-Heulin, La;cultivateur;1912;1561;;;135 Régiment d'infanterie;Agny;Pas-de-Calais;23;Vallet;Chapelle-Heulin, La;;Soldat;;1
22361;31/05/1886;Vallet;cultivateur;1906;1376;;;64 Régiment d'infanterie;Quenneviéres;Oise;32;Vertou;Haie-Fouassière, La;Moulin du Breuil;Soldat;;1
22362;23/10/1894;Remaudière, La;cultivateur;1914;1649;;;128 Régiment d'infanterie;Tahure;Marne;20;Loroux-Bottereau, Le;Remaudière, La;Savatterie;Soldat;;1
22363;12/10/1890;Loroux-Bottereau, Le;cultivateur;1910;1454;;;93 Régiment d'infanterie;Maissin;Belgique;23;Loroux-Bottereau, Le;Loroux-Bottereau, Le;Anesse;Soldat;;1
22364;20/01/1880;Loroux-Bottereau, Le;cultivateur;1900;1609;;;51 Régiment d'infanterie;Poitiers - hôpital Auxiliaire n°4;Vienne;35;Loroux-Bottereau, Le;Loroux-Bottereau, Le;Anesse;Soldat;Carré Militaire Cimetière de Chilvert - Poitiers - Tombe 143;1
22365;07/08/1885;Loroux-Bottereau, Le;cultivateur;1905;1472;;;8 Régiment d'infanterie;Paissy;Aisne;30;Loroux-Bottereau, Le;Loroux-Bottereau, Le;;Soldat;Nécropole Nationale Cerny-en-Laonnois;1
22366;31/01/1874;Loroux-Bottereau, Le;cultivateur;1894;332;;;10 Régiment d'artillerie;Loroux-Bottereau, Le;Loire Inférieure;42;Loroux-Bottereau, Le;Loroux-Bottereau, Le;Bouinière;Soldat;;1
22367;23/06/1889;Loroux-Bottereau, Le;cultivateur;1909;1120;;;264 Régiment d'infanterie;Puisaleine;Oise;26;Loroux-Bottereau, Le;Loroux-Bottereau, Le;Guittière;Soldat;Nécropole Nationale de Tracy-le -Mont, carré E, tombe 150;1
22368;25/01/1886;Loroux-Bottereau, Le;cultivateur;1906;1573;;;412 Régiment d'infanterie;L'Ecouvillon;Oise;32;Loroux-Bottereau, Le;Loroux-Bottereau, Le;Brigolière;Soldat;Nécropole Nationale Thiescourt;1
22369;21/09/1884;Loroux-Bottereau, Le;cultivateur;1904;742;;;64 Régiment d'infanterie;Thiaumont;Meuse;31;Loroux-Bottereau, Le;Loroux-Bottereau, Le;La Carterie;Soldat;;1
22370;13/02/1898;Mouzillon;;1918;1452;;;22 Régiment d'infanterie coloniale;Germersheim - Ambulance 5/2;Allemagne;20;Vallet;Mouzillon;;Soldat;;1
22371;08/12/1884;Chapelle-Heulin, La;;;;;;264 Régiment d'infanterie;Chauny;Aisne;29;;Vallet;;Soldat;;0
22372;02/02/1878;Saint-Germain-sur-Maine;boucher;1898;1692;;;264 Régiment d'infanterie;Francfort (?);Oise;37;Vallet;Chapelle-Heulin, La;Bourg;Soldat;Nécropole Nationale Royallieu - Carré F, tombe 135;1
22373;;;;;;;;;;;;;Saint-Herblain;;Caporal;;1
22374;21/03/1879;Riaillé;cultivateur;1899;447;;;82 Régiment d'infanterie territoriale;Wanquetin;Pas-de-Calais;36;Saint-Mars-la-Jaille;Saint-Sulpice-des-Landes; La Clanchelière;Soldat;Carré Communal Wanquetin;1
22375;31/05/1873;Vion;;;;;;81 Régiment d'infanterie territoriale;Beaumont les Loges - Ambulance 11/18;Pas-de-Calais;42;;Nantes;;Soldat;Carré Militaire Beaumetz les Loges;0
22376;28/12/1894;Missillac;;1914;3045;;;4 Régiment mixte de zouaves;Sedd-ul-Bahr;Turquie;20;Pontchâteau;Pontchâteau;;Soldat;;1
22377;09/09/1893;Herbignac;;1913;2327;;;77 Régiment d'infanterie;Hooge;Belgique;21;Herbignac;Herbignac;;Soldat;;1
22378;08/02/1898;Herbignac;;1918;1711;;;2 Régiment d'infanterie coloniale;Louvrechy;Somme;20;Herbignac;Herbignac;;Soldat;Nécropole Nationale Montdidier;1
22379;10/01/1890;Herbignac;;1910;1958;;;65 Régiment d'infanterie;Maissin;Belgique;24;Herbignac;Herbignac;;Soldat;Cimetière Militaire Franco Allemand - Maissin;1
22380;19/09/1893;Missillac;;;;;;120 Régiment d'infanterie;Eparges, Les;Meuse;21;;Missillac;;Soldat;;1
22381;30/01/1890;Nantes;;;;;;65 Régiment d'infanterie;Bois de la Marfée;Ardennes;24;;Nantes;;Caporal;;1
22382;03/09/1887;Pouliguen, Le;cultivateur;1907;3544;;;116 Régiment d'infanterie;Tahure;Marne;28;Croisic, Le;Pouliguen, Le;Penchâteau;Soldat;;1
22383;10/05/1894;Legé;;1914;2152;;;147 Régiment d'infanterie;Tahure;Marne;21;Legé;Touvois;;;;1
22384;29/12/1895;Nantes;;;;;;372 Régiment d'infanterie;Dehride - Ambulance Colonne Mobile B;Serbie;22;;Nantes;;Soldat;;1
22385;11/01/1892;Vue;;1912;639;;;135 Régiment d'infanterie;Barly;Pas-de-Calais;23;Saint-Père-en-Retz;Frossay;;Caporal;Nécropole Nationale Barly;1
22386;28/09/1889;Chapelle-des-Marais, La ;;;;;;Direction des Mouvements du Port de Brest;Saint Nazaire - Hôpital;Loire Inférieure;28;;Montoir-de-Bretagne;;Quartier Maitre de Manoeuvre;;1
22387;05/06/1894;Châteaubriant;;1914;740;;;51 Régiment d'artillerie;Dugny - Ambulance 15/1;Meuse;22;Châteaubriant;Châteaubriant;;Maréchal des Logis;;1
22388;07/04/1876;Escoublac;;1896;3402;;;21 Régiment d'infanterie territoriale;Charonne;Aisne;42;Guérande;Baule-Escoublac, La;;Caporal;;1
22389;13/10/1893;Saint-Aubin-des-Châteaux;;;;;;114 Régiment d'infanterie;Wailly;Pas-de-Calais;21;;Saint-Vincent-des-Landes;;Soldat;;0
22390;;;;;;;;;;;;;Nantes;;;;1
22391;05/11/1884;Grandchamp-des-Fontaines;cultivateur;1904;3443;;;65 Régiment d'infanterie;Sur le Chemin des Dames;Aisne;33;Chapelle-sur-Erdre, La;Grandchamp-des-Fontaines;Launay;Soldat;;1
22392;22/03/1882;Grandchamp-des-Fontaines;cultivateur;1902;82;;;265 Régiment d'infanterie;Estrées;Somme;34;Chapelle-sur-Erdre, La;Grandchamp-des-Fontaines;Launay;Soldat;Cimetière militaire d'Estrées (Somme).;1
22393;21/06/1885;Grandchamp-des-Fontaines;cultivateur;1905;48;;;270 Régiment d'infanterie;Harazée, La;Marne;30;Chapelle-sur-Erdre, La;Grandchamp-des-Fontaines;La Villeneuvrie;Soldat;Cimetière Communal Grandchamp des Fontaines - sépulture K 414;1
22394;02/10/1886;Nort-sur-Erdre;;;;;;2 Régiment de tirailleurs marocains;Solers;Seine-et-Marne;31;;Nort-sur-Erdre;;Soldat;;1
22395;26/01/1872;Chapelle-Basse-Mer, La;cultivateur;1892;305;;;64 Régiment d'artillerie;Chapelle-Basse-Mer, La;Loire Inférieure;46;Loroux-Bottereau, Le;Chapelle-Basse-Mer, La;Guineau;Caporal ;;1
22396;11/10/1887;Saint-Sébastien;jardinier;1907;1085;;;51 Régiment d'artillerie;Nantes - Hôtpital Broussais;Loire Inférieure;29;Nantes;Saint-Sébastien-sur-Loire;Douet;Canonnier Conducteur;;1
22397;;;;;;;;;;;;;Saint-Julien-de-Concelles;;Sapeur;;0
22398;11/04/1884;Saint-Julien-de-Concelles;cultivateur;1904;830;;;6 Régiment du génie;Munster - Lazarett II;Allemagne;34;Loroux-Bottereau, Le;Saint-Julien-de-Concelles;Bois-Jean-Renaud;Sapeur;;1
22399;29/09/1881;Nantes;;;;;;265 Régiment d'infanterie;Paris - Hôpital Cochin;Seine  ;33;;Nantes;;Sergent;;1
22400;19/03/1875;Liré;cultivateur;1895;;;;82 Régiment d'infanterie territoriale;Hébuterne;Pas-de-Calais;39;Vertou;Saint-Fiacre-sur-Maine;;Soldat;;0
22402;27/09/1881;Surin;;;;;;265 Régiment d'infanterie;Fay  ;Somme;34;;Sucé-sur-Erdre;;Soldat;;0
22403;05/06/1895;Vigneux-de-Bretagne;;;;;;43 Bataillon de chasseurs à pied;Vigneux de Bretagne;Loire Inférieure;22;;Vigneux-de-Bretagne;;Soldat;;1
22404;07/01/1875;Boissière-du-Doré, La;cultivateur;1895;127;;;82 Régiment d'infanterie territoriale;Wanquelin - Ambulance;Pas-de-Calais;40;Loroux-Bottereau, Le;Boissière-du-Doré, La;Bretellière, la;Soldat;Carré Communal Wanquetin;1
22405;21/09/1894;Mouzeil;;1914;184;;;77 Régiment d'infanterie;Sailly Saillisel;Somme;22;Ligné;Mouzeil;;Caporal;Nécropole Nationale Rancourt;1
22406;21/03/1884;Petit-Mars;cultivateur;;956;;;264 Régiment d'infanterie;Quenneviéres;Oise;31;Nort-sur-Erdre;Petit-Mars;;Caporal;;1
22407;;;;;;;;;;;;;Erbray;;;;0
22408;21/05/1890;Mouzeil;;1910;148;;;6 Régiment du génie;Thiaumont - Combats de Verdun;Meuse;26;Ligné;Mouzeil;;Sapeur  ;;1
22409;26/02/1885;Saint-Herblain;;;;;;265 Régiment d'infanterie;Bois de Saint Mard;Oise;30;;Saint-Herblain;;Soldat;Nécropole Nationale Tracy le Mont;1
22410;04/01/1893;Saint-Hilaire-de-Clisson;cultivateur;1913;1459;;;64 Régiment d'infanterie;Vitry-le-François;Marne;25;Clisson;Saint-Hilaire-de-Clisson;Brelandière;Caporal;Nécropole Nationale Vitry-le-François, tombe 334;1
22411;31/05/1889;Sion-les-Mines;;;891;;;64 Régiment d'infanterie;Sion les Mines;Loire Inférieure;27;Derval;Sion-les-Mines;;Soldat;;1
22412;15/08/1892;Sucé-sur-Erdre;;;;;;77 Régiment d'infanterie;Vlamertinghe;Belgique;22;;Sucé-sur-Erdre;;Soldat;Nécropole Nationale Notre Dame de Lorette - Ablain St Nazaire;1
22413;17/03/1884;Maisdon-sur-Sèvre;cultivateur;1904;645;;;264 Régiment d'infanterie;Quennevières;Oise;31;Aigrefeuille-sur-Maine;Maisdon-sur-Sèvre;;Soldat;Nécropole Nationale de Tracy-le -Mont;1
22414;17/03/1884;Maisdon-sur-Sèvre;cultivateur;1904;628;;;64 Régiment d'infanterie;Vannes ;Morbihan;35;Aigrefeuille-sur-Maine;Maisdon-sur-Sèvre;;Soldat;Carré Militaire Boismoreau - Vannes;1
22415;28/06/1888;Saint-Aubin-des-Châteaux;;;;;;93 Régiment d'infanterie;Fère-Champenoise, La;Marne;26;;Moisdon-la-Rivière;;Soldat;Nécropole Nationale Fere Champenoise;1
22416;28/06/1896;Montbert;cultivateur;1916;1056;;;70 Régiment d'infanterie;Nantes - Hôpital Militaire;Loire Inférieure;19;Aigrefeuille-sur-Maine;Montbert;;Soldat;;1
22417;17/10/1894;Montbert;cultivateur;1914;1367;;;77 Régiment d'infanterie;Entre Souchez et Neuville-Saint-Vaast;Pas-de-Calais;20;Aigrefeuille-sur-Maine;Montbert;;Soldat;;1
22418;27/03/1895;Saint-Georges-de-Montaigu;;;;;;154 Régiment d'infanterie;Louvemont;Meuse;22;;Nantes;;Soldat;;1
22419;13/06/1894;Aigrefeuille-sur-Maine;;;;;;25 Régiment de dragons;Face à  la Butte de Souain - Cote 129;Marne;21;;Nantes;;Soldat;;1
22420;28/08/1897;Nantes;;;;;;208 Régiment d'infanterie;Woesten;Belgique;19;;Nantes;;Soldat;;1
22421;12/08/1879;Chapelle-sur-Erdre, La;;;;;;328 Régiment d'infanterie;Beaugency - Hôpital Militaire n°47;Loiret;37;;Nantes;;Soldat;Carré Militaire Beaugency;1
22422;11/06/1880;Chapelle-sur-Erdre, La;manœuvre;1900;2363;;;151 Régiment d'infanterie;Bois de la Gruerie;Marne;34;Chapelle-sur-Erdre, La;Chapelle-sur-Erdre, La;;Soldat;;1
22423;24/05/1895;Nort-sur-Erdre;;;;;;91 Régiment d'infanterie;Eparges, Les;Meuse;20;;Nort-sur-Erdre;;Soldat;;1
22424;16/05/1893;Aigrefeuille-sur-Maine;;;;;;210 Régiment d'infanterie;Bruyères - Hôpital Temporaire n°24;Vosges;23;;Notre-Dame-des-Landes;;Soldat;Carré Militaire Bruyères;1
22425;01/02/1894;Paris;;;;;;135 Régiment d'infanterie;Barly - Ambulance n°88;Pas-de-Calais;21;;Nozay;;Soldat;Nécropole Nationale Barly;1
22426;14/08/1881;Chapelle-sur-Erdre, La;cultivateur;1901;68;;;70 Régiment d'infanterie;Roclincourt;Pas-de-Calais;33;Chapelle-sur-Erdre, La;Orvault;;Soldat;;1
22428;14/11/1883;Sucé-sur-Erdre;;;;;;64 Régiment d'infanterie;Mesnil;Marne;31;;Nort-sur-Erdre;;Soldat;;1
22429;;;;;;;;;;;;;Thouaré-sur-Loire;;Soldat;;0
22430;16/02/1896;Bouin;;;;;;411 Régiment d'infanterie;Ville sur Cousances - Ambulance 3/15 ;Meuse;20;;Saint-Nazaire;;Matelot;Nécropole Nationale Ville sur Cousances;1
22431;17/05/1888;Donges;;1908;;;;2 Régiment mixte de zouaves;Combats de Saint Prix;Marne;26;Saint-Nazaire;Donges;;Sergent-Major;;0
22432;17/02/1894;Donges;;1914;4087;;;7 Bataillon Colonial du Maroc;Saint-Eloi;Belgique;20;Saint-Nazaire;Donges;;Soldat;;1
22433;24/10/1893;Plaine-sur-Mer, La;;1913;4270;;;77 Régiment d'infanterie;La Ferme de Moscou;Marne;20;Pornic;Plaine-sur-Mer, La;;Soldat;Nécropole Nationale Sept Saulx;1
22434;08/12/1893;Carquefou;;1913;46;;;135 Régiment d'infanterie;Narbonne - Hopital Auxiliaire n°6;Aude;20;Carquefou;Thouaré-sur-Loire;;Soldat;Carré Militaire Narbonne;1
22435;15/07/1896;Saint-Mars-la-Jaille;;1916;549;;;61 Régiment d'artillerie;Biaches;Somme;20;Saint-Mars-la-Jaille;Maumusson;;Canonnier Conducteur ;;1
22436;26/04/1895;Saint-Nazaire;;1915;3557;;;147 Régiment d'infanterie;Eparges, Les;Meuse;21;Saint-Nazaire;Pornichet;;Canonnier Servant ;;1
22437;09/04/1887;Châteaubriant;;;;;;4 Régiment d'artillerie lourde;Lorient - Hôpital Maritime;Morbihan;27;;Nantes;;Canonnier Servant ;;1
22438;24/07/1893;Châteaubriant;;;;;;35 Régiment d'artillerie;Perthes-les-Hurlus;Marne;22;;Nantes;;Canonnier Servant ;Nécropole Nationale Suippes Ville;1
